linkID,  Given Slope, Calculated Slope
723617767,-3.316666667,-0.027414307
567293673,-1.4355,-0.002492358
762781191,-1.300833333,0.001096764
62034260,-0.69025,0.000537719
67192708,-1.690333333,-0.010099916
567327402,-0.485428571,0.003046229
792724157,0.627166667,-0.027415175
792532625,0.04,-0.027413599
576445108,-0.59375,0.021183898
762781198,-0.501,-0.018978971
586499619,1.276333333,-0.010099973
51747364,0.576090909,0.002222742
83611722,-0.520333333,0.007310493
592203232,0.0372,0.001191842
540638087,-1.7144,-0.027415173
554707061,-0.38425,0.006988019
51837416,0.79725,-0.00843505
765859917,-0.341166667,-0.000783212
758693640,0.272,0
766141988,0.413333333,0.01054374
759284366,-0.613333333,-0.002611078
761202562,-0.72375,-0.015665444
576449655,-0.932,-0.014882397
554712478,-0.101333333,-0.008615595
811589277,-1.516,-0.003163267
586525916,-0.225,-0.01566592
51882493,-0.0405,-0.007832725
586532799,1.109,0.002384004
51860814,-0.173166667,0.003704624
773257557,-0.283666667,-0.002653142
773257555,-0.139916667,-0.002108989
554712051,-0.018733333,0.003738333
732358660,-0.076666667,0.001370574
572219010,-0.583833333,-0.001912531
769277434,-0.358,-0.000806194
769281705,0.13375,0.002741402
67902309,-0.064666667,0.004421578
792734362,-0.010842105,5.96E-08
68014253,-1.0226,-0.009595083
51572015,-0.237285714,1.87E-07
61369514,0.093166667,0.008176612
572217343,-1.316,0.004837846
554721412,0.077,0.000783066
76192520,-2.4657,-0.027413828
772022572,0.864875,-0.00948991
51925856,-0.739666667,-0.001612666
554730500,-0.2015,0
51926326,-0.017666667,0.003343152
554761213,-0.100333333,0.00514005
554730882,-0.516333333,0.000703013
68005184,-0.029111111,0.000783326
572245003,0.343875,-0.010661118
554740133,0.409555556,-0.007832655
554741737,1.368666667,0.008692303
554711464,1.0615,-4.88E-08
67942420,-0.4065,0.011919119
51518498,-0.617666667,0.006416434
724123376,0.999,0.02741294
550100377,0.544,-0.022938867
554735009,0.4795,-0.019189996
732990599,-0.212,0.005482817
554726029,-0.123,-0.02741383
567287535,1.152,0.018275721
67178490,2.581846154,-0.010838253
554733684,-0.337857143,-1.16E-07
732990598,-0.4235,0.010443392
572258383,-0.083,0.006853592
554743352,0.731333333,5.27E-09
572237145,-0.372714286,0.009136817
51860709,-0.1945,-0.002284096
67948783,-0.0285,0.004984345
762740041,1.848571429,0.007476885
586810469,-2.0598,0.02741429
586525543,-0.172,0.027415011
554739609,-0.093,1.76E-08
77317435,0.438,0.017133864
764571260,0.604,-0.001305342
717528096,-0.178,0.005482546
51926333,-0.0875,0.027413753
51754489,-0.061,-0.008063066
74889172,0.6075,0.006092213
79647387,-0.429,-0.027414787
51867695,-0.008142857,3.77E-08
765315501,-0.509857143,-0.00913805
764199935,0.0062,0.027404971
63628761,0.32,0.008062938
792859479,-0.353857143,-0.002741374
586823364,-0.710833333,-0.027413699
762563518,-0.596428571,-0.01757344
587022475,-0.001666667,0.001442975
572258385,-0.1305,5.76E-08
762561667,-0.290666667,-0.004462927
51808277,-0.317,-0.000830557
61373348,-0.302,0.01311132
572228096,-0.05425,0.009137731
67949736,-0.266,0.00456916
586523671,-0.6782,0.000945348
762737122,0.016,0.02741323
586499617,1.3835,0.00548332
